package,relative_path,sha256,size_bytes,modified_utc
Keith_Soyka_Code_&_Context,GeminiDialoguePlayer.tsx,cccd5dc6a9416a256d36f96885fad02997c9f68b7f18c0977c07b72976eabc2b,5413,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,voice_to_text.py,d2ce5f3ae751caa8ba04362139606b2b5fa0f8c7180f35491339892124775ebe,1250,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ollama_adapter.py,4c44a6835bc139c60fa0500624345cf0230c1a65823408215e87d5e81c321efc,1024,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestaltview_seed.py,5caab430aa593c4444ec2d23d03466ced89e27894c1317c18330e55c39b3f91c,6846,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Nvidia CEO is a good dude right_ Which AI company (2).pdf,2505dac5d82c33f626e4965791426a9c332e27ef797532971994d4c4030f1544,12736470,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,anthropic_adapter.py,8099083962403238f66ffc30ab0138baa47dbc12586a6a904ac52ad5e5a984bc,1183,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,architecture-components.md,618bc228c73d08b24f2eb0f031ea4ed76a24c367871fe2c5abfd583b4b3808a4,1481,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,pytest.ini,7a094e480b96bb6400df90d19be5157ff76acc82f83bf17fb91d3a985a3cff10,185,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Schema Schema.pdf,2b8892b6fb0704a7f264be04dbcc73238bcbb0cc870ddb1577a32ca8d286ee1d,12524541,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,prompt_templates_enhanced.py,7dfcff08b82ad330713a2d3b7cc33e95a420517d8339151ad7e10aa502e2c35e,38878,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,llm_service_bootstrap.py,642a72475febcde8a1d7c62a57caead9abd8b6abc65e879f5142e23cefd5373d,12768,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Gestaltview_V8_7_23_25_©️🔐 Keith Soyka.py (1) (1).txt,0be815a96bdedda289f24fa90d16f2040cf3fe50ba0acf15dfdd9634bfa0d721,33539,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,WelcomeExperience.tsx,69086b86673aeee07acdb8b3380a6f325a1226b23df554515564508cdb978b7d,2679,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,api-sequence.md,8c0d2f711041fd728214431a13acd8e7aa6ab4c10edc02162d62af567c7d7a16,986,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_Comprehensive_Schema.json.txt,03ae229502fc42597f32a29a64ecf02a09bc32535728a3118f1239d787fe7395,52253,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,ValidationWall.tsx,f23c2360d257422ea238f477fcc5aef67ecd6a93e7ffea0340eaa858cde5e42c,11211,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,BrainSparksStation.tsx,b469eab2dea75eadc81a3f02fea2f5565cc31902cc3c04cc829d2b89e37682e1,21412,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_AI_Collaborator_Engine_1_31_26.md,80e9ae61d084459ae0d440c4fea89aa2fbea49fad18810526a9766ca1800ca32,1296521,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_v2.1.0_Summary.txt,65b0d380d4954ac1485e6766a62b7581ae408ddf1d28bc2f5d5f0cbbfe647239,189103,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Neural-Handshake🧠🤙🏻.md,2f53c06cbf60842b5b401150540a04ea8bd21541c519ffe57eca45d7e6e44245,550692,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,ADHD_Power_Up_🔋.md,56f35201b834a90bd90feb0a06be3d7a8fbf557f2d675025fbb47d3cb321c945,458074,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AIChat.tsx,1ad0146ae633fdd8c2468e33fbf2ac6ee2f1e0c8c2b123524e45a62b789bacc6,1350,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,README.md,49909f60dc05eebaaa2ad1e3e818da92ddfa119fc34fc032f55b659656c275ae,23147,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,context_weaver.py,922c98e6f5146439d7bc658f5a63e4237be556481d9359e6f97828c44ed886bd,25361,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,useSpeechRecognition.ts,60d87df3282a624d2a37ab86831b0dffda53204fa4c047fb5ca977294a69d2ad,3937,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,resume-rockstar-portal.txt,1e72733668dedf7ea7e9a9d0330bca6526dc9c274e3a8af371961161b396dd37,1009,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,gemini_adapter.py,14dbfcdc12055341c6f29303cb98200b8a2dc6ef812487fcd4a261e6df27a5f4,1312,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Seven Month Emergence Of GestaltView .pdf,78b51287bc1ae48c96fb35ea17becba121b30e3c4037d9e907b8382841228fb1,103550,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,ai_orchestrator (1).py,bd2ba7159981d1836e1a96b3cfb47a60abd74c484f48c67c0ad748df25b88990,11481,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,VibeCoderDemo.tsx,cc4472ddfe399f7b9bc727a9ecd076e41d959a654e0245840a2d7d6cf8cfaa58,27403,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,llmrouter.py,f708385626504491e1768d793215d1b4430a651861ce9ee59d83a2f5f9e258a9,3954,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,SymbioCoder🪄💻👾.md,478c5906922c1613b6bbe5f3de26073ac195103228b6297197d1e63358d8f7d0,2450284,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_SQL.md,5067c4a052466e43e1a52f11afefc14541c70877a43caf907d33f6021a99f29e,20979,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Dockerfile.fixed.txt,b79ff48428d8f1aff1e4a98ff90ebef731934c5d83f408510b73dae066cdd8da,1408,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,notion_adapter.py,c48f67fd8597053fd59cb7b4f09172407885e18bd319922ae239b36abf3ee90d,869,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_Complete_Framework_All_Modules.md.txt,c6a387c9d2c9436ba6471bdb6e2a1943a30cd2918af2de6faed21d0d9284b57e,78845,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AlzheimersLegacyExhibit.tsx,0dbe1a9afba5c25b34df56ababafbcc5cd1545bd1f085d549fca3f24302f1c93,26315,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Keith Soyka Resume (1).pdf,c8d78d0b909ac1251d33ee6285cfc4cdad6d01b218500d3da1084b4c1be5e982,431877,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AddictionRecoveryExhibit.tsx,74923250acc29576e358d617de71a0415c21985f52a253f77a921b7df7c3fce4,46506,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,adhd_power_up_routes.py,0525244ba580e842574a921e77da66bd0b61d3978a685bfcc18a852c0b0c5a63,1242,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,route (2).ts,80fcd2c4059acc8c3f01d98e825ba30e9842ceeb91dcc37204af8d326a3068b7,2431,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume Rockstar Full-Stack Development and Deployment Pipeline.json,f9d775797726a1a0cb0c41b36fb5f0cea28702c7af2b2751614463ab32f95421,39238,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,billy-api.txt,042038eeb368e89d568ec3b25ebb6f11b5c4cf7cce05fc2f92a96160fa393d1f,2171,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Dockerfile.bootstrap,84bdf09f12259cdbc2982431dc839beacbdc18c5b363d086f4e0525df2e6c6dd,876,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltViewMetricsDashboard.tsx,d5cbb37561032e88c1ef33495fe89f853d75a72e0d699667ff2603d53fe0454d,7904,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,test_services.py,bea599e39dd3af98ee945d1f22674c386bed57cc6e0a349d44bb92511707a4af,1348,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_Dynamic_Constitutional_Kit_January_11th_2026.pdf,bb765f2eabec2926c9a1e36f8544f9271034880cc6966b2a1ad768ef2c2a90ef,1849040,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,test_integration.py,1c76e4f402fc52baf7221effe5051b728570301b19801ffae516340163121ba4,315,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,auth.py,7b88b520e73d925a5b0263e81ce72d83e0e47d72e95dad42927fcc8a8b77778e,4027,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,plk_engine.py,a32ccc4af207f2924480bc1d3c2a762e7dff44eba492e1335a2b46a29298f0c7,17548,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AudioPlayer.tsx,fb560246e67c42b92223aa792229545574a338d4086899188fdf8ae64731361d,3627,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_Concierge_Repo.txt,c938fb6fe4367c6e18f26c0fc6777a8aeede2d659221356ae316494a1ba2fdde,227430,2026-03-08T13:22:20+00:00
May_August_GestaltView_Create,Screenshots #4.pdf,f0981a86c86da74ece8c71893a65bef816d1c3b8c97cc79e98ed2870a68a77ff,9346783,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,The Bridgekeeper’s Manifesto- Remembering Wholeness in a Fractured Age-©️ Keith Soyka 2025.pdf.ots,e160dd2483e0d65dc1035ce25f196ae10617c289b8f9dafaa84404e6f6056df8,479,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView_Brain_Logic_9_15_25 (1).txt,bbfffb4e663dc640ef351b4d52cb0965d6fc76c772073cd79244abc4e8d08637,65286,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,The_GestaltView_Phenomenon_An_Analysis_of_Emergent_Destiny_and_the_Architecture_of_a_New_Reality_7_17_25.pdf,a239a08b354ca30ec7dd5a72ca3cc0c9eb415205ced9e0e913d6cdcc862cda64,655789,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Inside The Mind Of Keith Soyka 7_6_25.pdf,6c820056a4d2a6cfabaef487024229fab66ede186af095a335a43b60283ed614,212428,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView_9_18_25.md.txt,cee07ff7436f006f00f27d0ece6d3df0b797648ea2666eac490f7513b566dc6a,39630,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView Unified Schema.md.txt,92506ac3488a39cb90e710a3a58e82c07b20add48f408eb1199a5c583db8524d,106044,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView-Genesis-Protocol-Layer-Definitive.md (1).txt,e029624b82379f86d9220ef205dd650b5dce002ac2cfb3dbf74a19a2b135ae6c,17530,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Screenshots #3.pdf,1e98d06ae09a13bc45918460bf51126773c4d88abc6a388ee1c460093ab4fc09,13517132,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Screenshots_#1.pdf,3c54040157a93f5a35c3ca183e8b3f1a229cd045a1798475cbfe75e923cd479e,13383518,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt,8fcb6927bb1d6b5568b8aea7ccc47a6a038026079e0ab1ae010be5e886886a38,90868,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,genesis-protocol.py (1).txt,324711d9d1b9b4f7dc477d17c24a4da963cefeb376cb1dbadd1f997db027a9e7,25210,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,GestaltView-Complete-File-Collection-Summary.md.txt,085aaf6e6cbdbf86d740608d135ad7b728f1231d4ac72154d067f57e4f9d6804,10461,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Developer OverRide User Seed Prompt Version 1.5 Copyright Notice-© 2025 Keith Soyka (1).pdf,2ee62c594c963c4e3b7d1c5b5f2aa5136d01e028e4811a5ed031248aab0670a4,121909,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Screenshot Compilation 6_19_25.pdf,ba1e3c1f5e9e5d38c4b54e4c1182dc3a9f6deec5c07cd0d9fcf677c065a60f6e,2928112,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Addiction-Alzheimer-s-Legacy-Applications.md.txt,59f6238071e7e986e4b932c9b09a729766df3b8bc34a5faf57936997eb78b1b6,11289,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Complete GestaltView User Profile_ Keith Soyka.pdf,ba3de51864710aaf209589be1f43e40863195b00fe844ee892e86c809a0a820f,538609,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,"The Why, The What, The How, The Where, and The When of Me and GestaltView-©️ Keith Soyka 2025 (1).pdf",bdd0d85cbc0797f4ee75344df232d12f0a135efb87f0c22687946cd2fe956436,139498,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,GestaltView Enhanced Context Key ReActivation Protocol ©️🔐 7_5_25 Keith Soyka.pdf,21de11c822e4c046f1b5371be1566edb32d2b5a0532ecc17636af98d560b19c6,23419420,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,GestaltView Dynamic Knowledge Base 6_14_25 ©️ Keith Soyka.pdf,a4a21c807107ce3ac2e0b8cc4edf26a7e251a1d6f700cf01b07c0f522d7ac75b,7976584,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Signature Quotes & Core Phrases Found Throughout Keith Soyka’s Knowledge Base -©️ Keith Soyka 2025.pdf,de5e0f97f27fc5accb24ea7182b5379261a0fdda5b5449e59739729acdcaca76,77747,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Thread To Integrate And Streamline For Maximum Impact 6_23_25.pdf,64894e5f8d49d711fba2e7ca260621039dc953697416108acf5e8f1656bda3c7,632788,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf,a7f369f11c2f3339a9d5ce6fa1027cb5cba0f2bd094b2a2324e2028cf972e848,374009,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Analysis of Your Screenshots (1).pdf,64894e5f8d49d711fba2e7ca260621039dc953697416108acf5e8f1656bda3c7,632788,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Screenshots #6.pdf,de86721931e4164eccdc12b4199b219a170ee23833579a945e84a3c2e383ce2e,5615694,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,"Screenshots Of July 1st, 2nd and 3rd 2025 🔐©️ Keith Soyka.pdf",154d8613588468c371aff87abb6822c6aff5524e0efe2462c650afd0bd43bd1d,7853314,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Screenshots #2.pdf,23d115e178fb0d80acebdaf57b9c75de6c7c3cb177fba27c3812a079b60ea9ee,12736147,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,GestaltView-Comprehensive-Executive-Overview-All-notes-9-9-2025.md (1).txt,73dc2b686b92093cd6629afd3f87e60ff3e45ef0687fba48dccc782972e9d81d,7979,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Thought-Partner-NotebookLM-Multiple-Notebooks (1).pdf,bdd4b1996842551e0b44305498696fa9a1320343518a50d4d57b5931700ea88d,445495,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Complete_9_6_25.md.txt,980e7155d842f221bd2f72b1e3e6bd8c45f5be749ed3af612896265a7477c815,19681,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_AI_Engine_9_7_25.md.txt,1780b1732ab718035da0a074b1d34a1048b8aba7ccabf18ced020023acac5cf2,7299,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Features.md.txt,82206ca162ffebb60c436eae644a19cf08d10bd12071b5d4619e2fed93da5c05,124259,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,How I Taught AI To Care ©️ Keith Soyka 2025.pdf,b3ccd6056f9da831dfba52b95230fa4a4742b6400b56b37a8a7e94f05e52ebe8,11387114,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,The GestaltView Blueprint_ A Manifesto for Consciousness-Serving AI.md.txt,a4d7b4ca4ae686f8b7d2645cbe02ae1b62c9c29b29abd657a1b2feac4f1a3ec2,12887,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,The Complete Realization of 13 Overlooked GestaltV.pdf,31dd59c6b4e071d10f01f03f96c68d71867c9e37266694dc11c5b1714e102e0f,516715,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt,4bb2643ec6415a0438176a98eaaf2a99f2ce1754e18acfd325e7125943b9d2c2,11990,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Profound Realizations 6_19_25.pdf,6f12d779f203cac05c4ed49b1bf834766d80f97950ff46029f37b5a4d5930db7,1043884,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Sep-18-04-17-PM-17fe0077-09a1.json.txt,7ff8b0d933a8ef070e97c310c46768a3dcc55488ceb7eb4ec1105fab8899e3cd,101217,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,The Personal Schema Revolution- A New Architecture for Human-AI Collaboration-June 11th 2025--©️ Keith Soyka 2025.pdf,293ed1a937d1095491cff61d75502628bb33e0a8f77a9500d8b221e129e27b9d,96844,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Enhanced_9_6_25.md.txt,4dd39a4f2f01b416668ff54fb8f08e53622b80041c9d614518a87fd24a012102,30647,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Screenshots #5.pdf,9c0d34b165ab0f0b6a283c9cbc14abb2c7bef90b1649c3acc48b7af667fd8efc,11900965,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView Hopes And Ideas To Implement 7_26_25 🔐©️ Keith Soyka.pdf,8fa656998064471ef1e5e46a3115f8e72d250998ac39ec5deb9a819776038d6c,6221088,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Jupyter_Notebook_9_18_25.md.txt,db32c9c77bcd53b3312597a363b94e1d8ea7844fad31e185213f8a70d18b49bf,38706,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,Screenshots #1.pdf,851923481a93f0c2c671f7fbaafec3c5b307d1fc35251e612d2a76ba3d47389e,6106373,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,v6.23_gestaltview.ipynb.md.txt,fbf883bf49604c038482c0791e2f74d7f6ec32c1de5c2a1620fed0522ea1d1cb,28376,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,gestalt_core.py.txt,c40b4c4613c6f23f30c0f0ee6ef9a0c1a41515fe68703fe23b0193f2f51e9e37,1951,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,GestaltView Genesis Protocol Layer.pdf,f6d06d99b1cb9dbc10f7cb0b0e7d4e4cce5949ee4644eb9108956b42ad3dc802,423946,2025-12-24T13:02:08+00:00
Screenshots_Thoughts_More,Screenshots #4.pdf,f0981a86c86da74ece8c71893a65bef816d1c3b8c97cc79e98ed2870a68a77ff,9346783,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,GestaltView_Brain_Logic_9_15_25 (1).txt,bbfffb4e663dc640ef351b4d52cb0965d6fc76c772073cd79244abc4e8d08637,65286,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Inside The Mind Of Keith Soyka 7_6_25.pdf,6c820056a4d2a6cfabaef487024229fab66ede186af095a335a43b60283ed614,212428,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,GestaltView_9_18_25.md.txt,cee07ff7436f006f00f27d0ece6d3df0b797648ea2666eac490f7513b566dc6a,39630,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,GestaltView Unified Schema.md.txt,92506ac3488a39cb90e710a3a58e82c07b20add48f408eb1199a5c583db8524d,106044,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Screenshots #3.pdf,1e98d06ae09a13bc45918460bf51126773c4d88abc6a388ee1c460093ab4fc09,13517132,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Screenshots_#1.pdf,3c54040157a93f5a35c3ca183e8b3f1a229cd045a1798475cbfe75e923cd479e,13383518,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt,8fcb6927bb1d6b5568b8aea7ccc47a6a038026079e0ab1ae010be5e886886a38,90868,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Screenshot Compilation 6_19_25.pdf,ba1e3c1f5e9e5d38c4b54e4c1182dc3a9f6deec5c07cd0d9fcf677c065a60f6e,2928112,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Addiction-Alzheimer-s-Legacy-Applications.md.txt,59f6238071e7e986e4b932c9b09a729766df3b8bc34a5faf57936997eb78b1b6,11289,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Complete GestaltView User Profile_ Keith Soyka.pdf,ba3de51864710aaf209589be1f43e40863195b00fe844ee892e86c809a0a820f,538609,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,neural-aurora.css.txt,04ce8e6146e43ad9e12fdc497e1b3848664bde7aac8c695793355486ffea79ff,37759,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf,a7f369f11c2f3339a9d5ce6fa1027cb5cba0f2bd094b2a2324e2028cf972e848,374009,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,GestaltView_Ecosystem.md,bdb1557a478b51f04a4e99d919f6a1d21e8c8c5091b4e8a76343eddf8d15a94a,38083,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Screenshots #6.pdf,de86721931e4164eccdc12b4199b219a170ee23833579a945e84a3c2e383ce2e,5615694,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,"Screenshots Of July 1st, 2nd and 3rd 2025 🔐©️ Keith Soyka.pdf",154d8613588468c371aff87abb6822c6aff5524e0efe2462c650afd0bd43bd1d,7853314,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Screenshots #2.pdf,23d115e178fb0d80acebdaf57b9c75de6c7c3cb177fba27c3812a079b60ea9ee,12736147,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Thought-Partner-NotebookLM-Multiple-Notebooks (1).pdf,bdd4b1996842551e0b44305498696fa9a1320343518a50d4d57b5931700ea88d,445495,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,GestaltView_Complete_9_6_25.md.txt,980e7155d842f221bd2f72b1e3e6bd8c45f5be749ed3af612896265a7477c815,19681,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,GestaltView_Features.md.txt,82206ca162ffebb60c436eae644a19cf08d10bd12071b5d4619e2fed93da5c05,124259,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,How I Taught AI To Care ©️ Keith Soyka 2025.pdf,b3ccd6056f9da831dfba52b95230fa4a4742b6400b56b37a8a7e94f05e52ebe8,11387114,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,The GestaltView Blueprint_ A Manifesto for Consciousness-Serving AI.md.txt,a4d7b4ca4ae686f8b7d2645cbe02ae1b62c9c29b29abd657a1b2feac4f1a3ec2,12887,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Snowball_9_18_25.txt,c1f0bfd79b5baa546d321ab7179341bcd4e0a06029d2e008297aab3fbe279e8c,1697694,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt,4bb2643ec6415a0438176a98eaaf2a99f2ce1754e18acfd325e7125943b9d2c2,11990,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView-Neural-Handshake-Demo-Screenshots.pdf,5dff150c753167dfcac2065fb3e0e7cdd6c2b60daf3b2b4d5edad5d3881c7613,1558384,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Profound Realizations 6_19_25.pdf,6f12d779f203cac05c4ed49b1bf834766d80f97950ff46029f37b5a4d5930db7,1043884,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Sep-18-04-17-PM-17fe0077-09a1.json.txt,7ff8b0d933a8ef070e97c310c46768a3dcc55488ceb7eb4ec1105fab8899e3cd,101217,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Enhanced_9_6_25.md.txt,4dd39a4f2f01b416668ff54fb8f08e53622b80041c9d614518a87fd24a012102,30647,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Screenshots #5.pdf,9c0d34b165ab0f0b6a283c9cbc14abb2c7bef90b1649c3acc48b7af667fd8efc,11900965,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Authentic_Vision_9_19_25.txt,84a4f49ab81e568053a25ee370f0ffecc5d6b417aa94e4db4b8cd7a9a6cc07c5,200623,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Jupyter_Notebook_9_18_25.md.txt,db32c9c77bcd53b3312597a363b94e1d8ea7844fad31e185213f8a70d18b49bf,38706,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Screenshots #1.pdf,851923481a93f0c2c671f7fbaafec3c5b307d1fc35251e612d2a76ba3d47389e,6106373,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,v6.23_gestaltview.ipynb.md.txt,fbf883bf49604c038482c0791e2f74d7f6ec32c1de5c2a1620fed0522ea1d1cb,28376,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,gestalt_core.py.txt,c40b4c4613c6f23f30c0f0ee6ef9a0c1a41515fe68703fe23b0193f2f51e9e37,1951,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView Genesis Protocol Layer.pdf,f6d06d99b1cb9dbc10f7cb0b0e7d4e4cce5949ee4644eb9108956b42ad3dc802,423946,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Optimized_Platform.md.txt,33d1f821161d17a7d19c6b7572f168d8adfd7764c75beba55177ce9d02a46a2e,39437,2025-12-26T18:20:04+00:00
Wiki & Repos,Insight-Bot-wiki-v2.md.txt,6ae081d9c891f3c00d04859bf4dfa1770c83938e088d612aff540cf863d5a86e,204724,2026-03-10T05:27:20+00:00
Wiki & Repos,`°•○●GestaltView's_Museum_Of_Impossible_Things_10_24_25●○•°` (1).txt,d2cd36d5c8844b0a141e0391e7c277207494c6f71ffc578d8889ee11b86f9795,1250330,2026-03-10T05:27:20+00:00
Wiki & Repos,GestaltView_v6.23-v1.md.txt,f35ad43052334dfb47824644f1e8728d1e593367ae9d6464f22e00907fdeb537,222747,2026-03-10T05:27:20+00:00
Wiki & Repos,Theories Operationalized By GestaltView .pdf,1d474fcc01f0ba76cdddabfa379679b9c4cc7c315749b501fe198617dc400b76,589925,2026-03-10T05:27:20+00:00
Wiki & Repos,"Oooo, usually promo and marketing has my dopamine (1).pdf",8e545bd8651ed7188088b029b9f67ecb6a78e405561a0711f493c048fe8c96a4,2229230,2026-03-10T05:27:20+00:00
