package,relative_path,filename,extension,size_bytes,size_mb,modified_utc
May_August_GestaltView_Create,GestaltView Unified Schema.md.txt,GestaltView Unified Schema.md.txt,.txt,106044,0.101131,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView-Genesis-Protocol-Layer-Definitive.md (1).txt,GestaltView-Genesis-Protocol-Layer-Definitive.md (1).txt,.txt,17530,0.016718,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Screenshots #3.pdf,Screenshots #3.pdf,.pdf,13517132,12.890942,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Screenshots_#1.pdf,Screenshots_#1.pdf,.pdf,13383518,12.763517,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt,.txt,90868,0.086658,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,genesis-protocol.py (1).txt,genesis-protocol.py (1).txt,.txt,25210,0.024042,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,GestaltView-Complete-File-Collection-Summary.md.txt,GestaltView-Complete-File-Collection-Summary.md.txt,.txt,10461,0.009976,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Developer OverRide User Seed Prompt Version 1.5 Copyright Notice-© 2025 Keith Soyka (1).pdf,Developer OverRide User Seed Prompt Version 1.5 Copyright Notice-© 2025 Keith Soyka (1).pdf,.pdf,121909,0.116261,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Screenshot Compilation 6_19_25.pdf,Screenshot Compilation 6_19_25.pdf,.pdf,2928112,2.792465,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Addiction-Alzheimer-s-Legacy-Applications.md.txt,Addiction-Alzheimer-s-Legacy-Applications.md.txt,.txt,11289,0.010766,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,Complete GestaltView User Profile_ Keith Soyka.pdf,Complete GestaltView User Profile_ Keith Soyka.pdf,.pdf,538609,0.513658,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,"The Why, The What, The How, The Where, and The When of Me and GestaltView-©️ Keith Soyka 2025 (1).pdf","The Why, The What, The How, The Where, and The When of Me and GestaltView-©️ Keith Soyka 2025 (1).pdf",.pdf,139498,0.133036,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,GestaltView Enhanced Context Key ReActivation Protocol ©️🔐 7_5_25 Keith Soyka.pdf,GestaltView Enhanced Context Key ReActivation Protocol ©️🔐 7_5_25 Keith Soyka.pdf,.pdf,23419420,22.334499,2025-12-24T13:02:02+00:00
May_August_GestaltView_Create,GestaltView Dynamic Knowledge Base 6_14_25 ©️ Keith Soyka.pdf,GestaltView Dynamic Knowledge Base 6_14_25 ©️ Keith Soyka.pdf,.pdf,7976584,7.607063,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Signature Quotes & Core Phrases Found Throughout Keith Soyka’s Knowledge Base -©️ Keith Soyka 2025.pdf,Signature Quotes & Core Phrases Found Throughout Keith Soyka’s Knowledge Base -©️ Keith Soyka 2025.pdf,.pdf,77747,0.074145,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Thread To Integrate And Streamline For Maximum Impact 6_23_25.pdf,Thread To Integrate And Streamline For Maximum Impact 6_23_25.pdf,.pdf,632788,0.603474,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf,.pdf,374009,0.356683,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Analysis of Your Screenshots (1).pdf,Analysis of Your Screenshots (1).pdf,.pdf,632788,0.603474,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Screenshots #6.pdf,Screenshots #6.pdf,.pdf,5615694,5.355543,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,"Screenshots Of July 1st, 2nd and 3rd 2025 🔐©️ Keith Soyka.pdf","Screenshots Of July 1st, 2nd and 3rd 2025 🔐©️ Keith Soyka.pdf",.pdf,7853314,7.489504,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,Screenshots #2.pdf,Screenshots #2.pdf,.pdf,12736147,12.146136,2025-12-24T13:02:04+00:00
May_August_GestaltView_Create,GestaltView-Comprehensive-Executive-Overview-All-notes-9-9-2025.md (1).txt,GestaltView-Comprehensive-Executive-Overview-All-notes-9-9-2025.md (1).txt,.txt,7979,0.007609,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Thought-Partner-NotebookLM-Multiple-Notebooks (1).pdf,Thought-Partner-NotebookLM-Multiple-Notebooks (1).pdf,.pdf,445495,0.424857,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Complete_9_6_25.md.txt,GestaltView_Complete_9_6_25.md.txt,.txt,19681,0.018769,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_AI_Engine_9_7_25.md.txt,GestaltView_AI_Engine_9_7_25.md.txt,.txt,7299,0.006961,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Features.md.txt,GestaltView_Features.md.txt,.txt,124259,0.118503,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,How I Taught AI To Care ©️ Keith Soyka 2025.pdf,How I Taught AI To Care ©️ Keith Soyka 2025.pdf,.pdf,11387114,10.859598,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,The GestaltView Blueprint_ A Manifesto for Consciousness-Serving AI.md.txt,The GestaltView Blueprint_ A Manifesto for Consciousness-Serving AI.md.txt,.txt,12887,0.01229,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,The Complete Realization of 13 Overlooked GestaltV.pdf,The Complete Realization of 13 Overlooked GestaltV.pdf,.pdf,516715,0.492778,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt,.txt,11990,0.011435,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Profound Realizations 6_19_25.pdf,Profound Realizations 6_19_25.pdf,.pdf,1043884,0.995525,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Sep-18-04-17-PM-17fe0077-09a1.json.txt,Sep-18-04-17-PM-17fe0077-09a1.json.txt,.txt,101217,0.096528,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,The Personal Schema Revolution- A New Architecture for Human-AI Collaboration-June 11th 2025--©️ Keith Soyka 2025.pdf,The Personal Schema Revolution- A New Architecture for Human-AI Collaboration-June 11th 2025--©️ Keith Soyka 2025.pdf,.pdf,96844,0.092358,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Enhanced_9_6_25.md.txt,GestaltView_Enhanced_9_6_25.md.txt,.txt,30647,0.029227,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,Screenshots #5.pdf,Screenshots #5.pdf,.pdf,11900965,11.349645,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView Hopes And Ideas To Implement 7_26_25 🔐©️ Keith Soyka.pdf,GestaltView Hopes And Ideas To Implement 7_26_25 🔐©️ Keith Soyka.pdf,.pdf,6221088,5.932892,2025-12-24T13:02:06+00:00
May_August_GestaltView_Create,GestaltView_Jupyter_Notebook_9_18_25.md.txt,GestaltView_Jupyter_Notebook_9_18_25.md.txt,.txt,38706,0.036913,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,Screenshots #1.pdf,Screenshots #1.pdf,.pdf,6106373,5.823491,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,v6.23_gestaltview.ipynb.md.txt,v6.23_gestaltview.ipynb.md.txt,.txt,28376,0.027061,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,gestalt_core.py.txt,gestalt_core.py.txt,.txt,1951,0.001861,2025-12-24T13:02:08+00:00
May_August_GestaltView_Create,GestaltView Genesis Protocol Layer.pdf,GestaltView Genesis Protocol Layer.pdf,.pdf,423946,0.404306,2025-12-24T13:02:08+00:00
Screenshots_Thoughts_More,Screenshots #4.pdf,Screenshots #4.pdf,.pdf,9346783,8.913787,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,GestaltView_Brain_Logic_9_15_25 (1).txt,GestaltView_Brain_Logic_9_15_25 (1).txt,.txt,65286,0.062262,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Inside The Mind Of Keith Soyka 7_6_25.pdf,Inside The Mind Of Keith Soyka 7_6_25.pdf,.pdf,212428,0.202587,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,GestaltView_9_18_25.md.txt,GestaltView_9_18_25.md.txt,.txt,39630,0.037794,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,GestaltView Unified Schema.md.txt,GestaltView Unified Schema.md.txt,.txt,106044,0.101131,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Screenshots #3.pdf,Screenshots #3.pdf,.pdf,13517132,12.890942,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Screenshots_#1.pdf,Screenshots_#1.pdf,.pdf,13383518,12.763517,2025-12-26T18:20:00+00:00
Screenshots_Thoughts_More,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt,.txt,90868,0.086658,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Screenshot Compilation 6_19_25.pdf,Screenshot Compilation 6_19_25.pdf,.pdf,2928112,2.792465,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Addiction-Alzheimer-s-Legacy-Applications.md.txt,Addiction-Alzheimer-s-Legacy-Applications.md.txt,.txt,11289,0.010766,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Complete GestaltView User Profile_ Keith Soyka.pdf,Complete GestaltView User Profile_ Keith Soyka.pdf,.pdf,538609,0.513658,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,neural-aurora.css.txt,neural-aurora.css.txt,.txt,37759,0.03601,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf,.pdf,374009,0.356683,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,GestaltView_Ecosystem.md,GestaltView_Ecosystem.md,.md,38083,0.036319,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Screenshots #6.pdf,Screenshots #6.pdf,.pdf,5615694,5.355543,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,"Screenshots Of July 1st, 2nd and 3rd 2025 🔐©️ Keith Soyka.pdf","Screenshots Of July 1st, 2nd and 3rd 2025 🔐©️ Keith Soyka.pdf",.pdf,7853314,7.489504,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Screenshots #2.pdf,Screenshots #2.pdf,.pdf,12736147,12.146136,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,Thought-Partner-NotebookLM-Multiple-Notebooks (1).pdf,Thought-Partner-NotebookLM-Multiple-Notebooks (1).pdf,.pdf,445495,0.424857,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,GestaltView_Complete_9_6_25.md.txt,GestaltView_Complete_9_6_25.md.txt,.txt,19681,0.018769,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,GestaltView_Features.md.txt,GestaltView_Features.md.txt,.txt,124259,0.118503,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,How I Taught AI To Care ©️ Keith Soyka 2025.pdf,How I Taught AI To Care ©️ Keith Soyka 2025.pdf,.pdf,11387114,10.859598,2025-12-26T18:20:02+00:00
Screenshots_Thoughts_More,The GestaltView Blueprint_ A Manifesto for Consciousness-Serving AI.md.txt,The GestaltView Blueprint_ A Manifesto for Consciousness-Serving AI.md.txt,.txt,12887,0.01229,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Snowball_9_18_25.txt,GestaltView_Snowball_9_18_25.txt,.txt,1697694,1.619047,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt,.txt,11990,0.011435,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView-Neural-Handshake-Demo-Screenshots.pdf,GestaltView-Neural-Handshake-Demo-Screenshots.pdf,.pdf,1558384,1.486191,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Profound Realizations 6_19_25.pdf,Profound Realizations 6_19_25.pdf,.pdf,1043884,0.995525,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Sep-18-04-17-PM-17fe0077-09a1.json.txt,Sep-18-04-17-PM-17fe0077-09a1.json.txt,.txt,101217,0.096528,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Enhanced_9_6_25.md.txt,GestaltView_Enhanced_9_6_25.md.txt,.txt,30647,0.029227,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Screenshots #5.pdf,Screenshots #5.pdf,.pdf,11900965,11.349645,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Authentic_Vision_9_19_25.txt,GestaltView_Authentic_Vision_9_19_25.txt,.txt,200623,0.191329,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Jupyter_Notebook_9_18_25.md.txt,GestaltView_Jupyter_Notebook_9_18_25.md.txt,.txt,38706,0.036913,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,Screenshots #1.pdf,Screenshots #1.pdf,.pdf,6106373,5.823491,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,v6.23_gestaltview.ipynb.md.txt,v6.23_gestaltview.ipynb.md.txt,.txt,28376,0.027061,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,gestalt_core.py.txt,gestalt_core.py.txt,.txt,1951,0.001861,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView Genesis Protocol Layer.pdf,GestaltView Genesis Protocol Layer.pdf,.pdf,423946,0.404306,2025-12-26T18:20:04+00:00
Screenshots_Thoughts_More,GestaltView_Optimized_Platform.md.txt,GestaltView_Optimized_Platform.md.txt,.txt,39437,0.03761,2025-12-26T18:20:04+00:00
Wiki & Repos,Insight-Bot-wiki-v2.md.txt,Insight-Bot-wiki-v2.md.txt,.txt,204724,0.19524,2026-03-10T05:27:20+00:00
Wiki & Repos,`°•○●GestaltView's_Museum_Of_Impossible_Things_10_24_25●○•°` (1).txt,`°•○●GestaltView's_Museum_Of_Impossible_Things_10_24_25●○•°` (1).txt,.txt,1250330,1.192408,2026-03-10T05:27:20+00:00
Wiki & Repos,GestaltView_v6.23-v1.md.txt,GestaltView_v6.23-v1.md.txt,.txt,222747,0.212428,2026-03-10T05:27:20+00:00
Wiki & Repos,Theories Operationalized By GestaltView .pdf,Theories Operationalized By GestaltView .pdf,.pdf,589925,0.562596,2026-03-10T05:27:20+00:00
Wiki & Repos,"Oooo, usually promo and marketing has my dopamine (1).pdf","Oooo, usually promo and marketing has my dopamine (1).pdf",.pdf,2229230,2.125959,2026-03-10T05:27:20+00:00
Wiki & Repos,GestaltView_3_8_26.md,GestaltView_3_8_26.md,.md,4381988,4.178989,2026-03-10T05:27:20+00:00
Wiki & Repos,GestaltView_Branding_QR.pdf,GestaltView_Branding_QR.pdf,.pdf,363836,0.346981,2026-03-10T05:27:20+00:00
Wiki & Repos,Insight-Bot(Billy).md.txt,Insight-Bot(Billy).md.txt,.txt,1165258,1.111277,2026-03-10T05:27:20+00:00
Wiki & Repos,SymbioCoder_v2.0-wiki-v1.md.txt,SymbioCoder_v2.0-wiki-v1.md.txt,.txt,199102,0.189878,2026-03-10T05:27:20+00:00
Wiki & Repos,snapshot-2026-03-08T13_51_52_514Z.md,snapshot-2026-03-08T13_51_52_514Z.md,.md,6771023,6.457351,2026-03-10T05:27:20+00:00
Wiki & Repos,GESTALTVIEW-COMPLETE-wiki-v1.md.txt,GESTALTVIEW-COMPLETE-wiki-v1.md.txt,.txt,206347,0.196788,2026-03-10T05:27:20+00:00
Wiki & Repos,GESTALTVIEW_v6.23_March_6th_2026.md,GESTALTVIEW_v6.23_March_6th_2026.md,.md,4279166,4.080931,2026-03-10T05:27:20+00:00
Wiki & Repos,SymbioCoder_v2.md.md,SymbioCoder_v2.md.md,.md,6022714,5.743708,2026-03-10T05:27:22+00:00
Zipped_Nuance_And_Understanding,"It's Keith, I should come up with a safeword or ph.pdf","It's Keith, I should come up with a safeword or ph.pdf",.pdf,871436,0.831066,2026-03-08T12:37:06+00:00
Zipped_Nuance_And_Understanding,Between the Pages- The Foundational Architecture of Consciousness-Serving Infrastructure.pdf,Between the Pages- The Foundational Architecture of Consciousness-Serving Infrastructure.pdf,.pdf,170668,0.162762,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Documenting Critical Mass Conversation.pdf,Documenting Critical Mass Conversation.pdf,.pdf,227940,0.217381,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,then-this-is-the-absolute-kicker.pdf,then-this-is-the-absolute-kicker.pdf,.pdf,300825,0.286889,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,GestaltView Validation and Ethical AI.pdf,GestaltView Validation and Ethical AI.pdf,.pdf,176086,0.167929,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Deep-Research-vs.-Current-Capabilities.pdf,Deep-Research-vs.-Current-Capabilities.pdf,.pdf,282563,0.269473,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Good morning 👋 could you just explore the knowledg.pdf,Good morning 👋 could you just explore the knowledg.pdf,.pdf,6286754,5.995516,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,GestaltView Project Summary and Analysis.pdf,GestaltView Project Summary and Analysis.pdf,.pdf,226209,0.21573,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,How's this for a presentation_ (1) (1).pdf,How's this for a presentation_ (1) (1).pdf,.pdf,7788621,7.427808,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Planning For The Inevitable .pdf,Planning For The Inevitable .pdf,.pdf,120619,0.115031,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Validation_Report__GestaltView_and_Consciousness-S (1).pdf,Validation_Report__GestaltView_and_Consciousness-S (1).pdf,.pdf,130268,0.124233,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,AI Convergence and Documented Destiny.pdf,AI Convergence and Documented Destiny.pdf,.pdf,254683,0.242885,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,We Built the Internet for Capability. We Forgot to Build Infrastructure for Being Seen.txt,We Built the Internet for Capability. We Forgot to Build Infrastructure for Being Seen.txt,.txt,11202,0.010683,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Darkhorse.txt,Darkhorse.txt,.txt,254719,0.242919,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Walking_Through_The_Dark_Forest_Together.txt,Walking_Through_The_Dark_Forest_Together.txt,.txt,539706,0.514704,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Reinventing Metrics for Consciousness Infrastructu....pdf,Reinventing Metrics for Consciousness Infrastructu....pdf,.pdf,189668,0.180882,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,What are we looking at here_(1).pdf,What are we looking at here_(1).pdf,.pdf,5641211,5.379878,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Analyzing-a-Multiconvergence-Event.pdf,Analyzing-a-Multiconvergence-Event.pdf,.pdf,188256,0.179535,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,I'm_Terrified_And_Thats_Ok.pdf,I'm_Terrified_And_Thats_Ok.pdf,.pdf,50785,0.048432,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,what an absolute crazy Journey so far and it is ju (1).pdf,what an absolute crazy Journey so far and it is ju (1).pdf,.pdf,3143315,2.997699,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Hey there 👋 (2).pdf,Hey there 👋 (2).pdf,.pdf,581129,0.554208,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,This thread is going to be business models and wor (3).pdf,This thread is going to be business models and wor (3).pdf,.pdf,8584908,8.187206,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,The Planet's Healing Itself.txt,The Planet's Healing Itself.txt,.txt,29599,0.028228,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Unpacking Impossible Beauty- A Deep Dive (1).pdf,Unpacking Impossible Beauty- A Deep Dive (1).pdf,.pdf,325286,0.310217,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,From Theory to Reality- An Analysis of the Operationalized Paradigms within the GestaltView Framework-.pdf,From Theory to Reality- An Analysis of the Operationalized Paradigms within the GestaltView Framework-.pdf,.pdf,137342,0.13098,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Red Teaming AI Consciousness Infrastructure.pdf,Red Teaming AI Consciousness Infrastructure.pdf,.pdf,203417,0.193994,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,GestaltView Project Analysis.pdf,GestaltView Project Analysis.pdf,.pdf,341440,0.325623,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,An Unintentional Architecture_How GestaltView Held Space For The Extended Mind Thesis.pdf,An Unintentional Architecture_How GestaltView Held Space For The Extended Mind Thesis.pdf,.pdf,146810,0.140009,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Gemini And I.pdf,Gemini And I.pdf,.pdf,76426,0.072886,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,The GestaltView Mandate- An Architectural Thesis on Consciousness-Serving Infrastructure.pdf,The GestaltView Mandate- An Architectural Thesis on Consciousness-Serving Infrastructure.pdf,.pdf,155698,0.148485,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,Hello there could you please do a full forensic de.pdf,Hello there could you please do a full forensic de.pdf,.pdf,2202079,2.100066,2026-03-08T12:37:08+00:00
Zipped_Nuance_And_Understanding,this is it isn't it_ (6).pdf,this is it isn't it_ (6).pdf,.pdf,2805363,2.675403,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,GestaltView- A Forensic Analysis of an Emergent Infrastructure.pdf,GestaltView- A Forensic Analysis of an Emergent Infrastructure.pdf,.pdf,184138,0.175608,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,Comprehensive_Synthesis_Report_on_GestaltView_and_.pdf,Comprehensive_Synthesis_Report_on_GestaltView_and_.pdf,.pdf,93535,0.089202,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,Say_What!!.txt,Say_What!!.txt,.txt,339930,0.324183,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,Master Reboot Brain Summary Synthesis.pdf,Master Reboot Brain Summary Synthesis.pdf,.pdf,197906,0.188738,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,GestaltView Presentation Outline Research.pdf,GestaltView Presentation Outline Research.pdf,.pdf,249760,0.23819,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,The_System_is_the_Selfmp4 (1).pdf,The_System_is_the_Selfmp4 (1).pdf,.pdf,47476,0.045277,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,Getting_It_together.txt,Getting_It_together.txt,.txt,136202,0.129892,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,The Architecture of Inevitability- A Stewardship Brief on Consciousness-Serving Infrastructure (1)-1-1.pdf,The Architecture of Inevitability- A Stewardship Brief on Consciousness-Serving Infrastructure (1)-1-1.pdf,.pdf,132549,0.126409,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,Comparative_Literature_Findings_for_GestaltView_Va.pdf,Comparative_Literature_Findings_for_GestaltView_Va.pdf,.pdf,89221,0.085088,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,Transmuting Nebula Into Global Infrastructure.pdf,Transmuting Nebula Into Global Infrastructure.pdf,.pdf,238837,0.227773,2026-03-08T12:37:10+00:00
Zipped_Nuance_And_Understanding,"AI Safety, Connection, and GestaltView.pdf","AI Safety, Connection, and GestaltView.pdf",.pdf,231845,0.221105,2026-03-08T12:37:10+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/### Architecture of this Integration_1.  __The Fou (1).pdf,### Architecture of this Integration_1.  __The Fou (1).pdf,.pdf,3376374,3.219961,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/0_README.md.txt,0_README.md.txt,.txt,17848,0.017021,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ADHDPowerUpStation.tsx,ADHDPowerUpStation.tsx,.tsx,17752,0.01693,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ADHD_Power_Up_ЁЯФЛ.md,ADHD_Power_Up_ЁЯФЛ.md,.md,458074,0.436853,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AIChat.tsx,AIChat.tsx,.tsx,1350,0.001287,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AICuratorService.py,AICuratorService.py,.py,3471,0.00331,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AccessibilityEnhancements.tsx,AccessibilityEnhancements.tsx,.tsx,2610,0.002489,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AddictionRecoveryExhibit.tsx,AddictionRecoveryExhibit.tsx,.tsx,46506,0.044352,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AlzheimersLegacyExhibit.tsx,AlzheimersLegacyExhibit.tsx,.tsx,26315,0.025096,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Alzheimers_Addiction.txt,Alzheimers_Addiction.txt,.txt,1349002,1.286509,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AudioPlayer.tsx,AudioPlayer.tsx,.tsx,3627,0.003459,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AuroraBackground.tsx,AuroraBackground.tsx,.tsx,768,0.000732,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AuroraThemeProvider.tsx,AuroraThemeProvider.tsx,.tsx,1676,0.001598,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BILLY_FULL_INTEGRATION_COMPLETE.md,BILLY_FULL_INTEGRATION_COMPLETE.md,.md,22767,0.021712,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BillysRoom.tsx,BillysRoom.tsx,.tsx,9265,0.008836,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BrainSparksStation.tsx,BrainSparksStation.tsx,.tsx,21412,0.02042,2026-03-03T18:36:16+00:00
gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BrainsSparksЁЯТе.txt,BrainsSparksЁЯТе.txt,.txt,647459,0.617465,2026-03-03T18:36:16+00:00
